,last,first,pos,num,GP,TOI,TOI_5v5,corsi_for_5v5/60,corsi_against_5v5/60,corsi_5v5/60,fenwick_for_5v5/60,fenwick_against_5v5/60,fenwick_5v5/60,5v5_block/60,g_block_5_5v5/60,b_block_5_5v5/60,g_block_10_5v5/60,b_block_10_5v5/60,g_block_5_ev/60,5v5_hits/60,g_hit_5_5v5/60,b_hit_5_5v5/60,g_hit_10_5v5/60,b_hit_10_5v5/60,5v5_goal/60,5v5_shot/60,5v5_give/60,5v5_take/60,b_hit_shot_5_5v5/60,5v5_give/60_scaled,b_hit_shot_5_5v5/60_scaled
18,EHRHOFF,CHRISTIAN,D,10,48.0,12.3869444444,10.5772222222,57.2929250486,48.2168181102,9.07610693839,41.8824518094,36.8716844372,5.01076737224,3.11991176007,3.11991176007,0.0,3.02536897946,0.0945427806082,3.30899732129,3.4980828825,3.4980828825,0.0,3.4980828825,0.0,0.189085561216,5.57802405589,1.60722727034,0.378171122433,0.0,-0.25938334179,-0.899289614674
53,LOVEJOY,BEN,D,12,66.0,20.7536111111,17.215,55.823409817,52.918966018,2.90444379901,42.9276793494,39.5585245426,3.36915480685,4.18239907058,4.18239907058,0.0,4.18239907058,0.0,4.53093232646,8.19053151322,8.13244263723,0.0580888759802,8.07435376125,0.11617775196,0.232355503921,4.64711007842,0.871333139704,1.04559976764,0.0580888759802,-1.41706950059,-0.043897193147
84,EKHOLM,MATTIAS,D,14,82.0,27.6494444444,22.7191666667,53.3910428053,46.5245937718,6.86644903349,39.5260976415,34.3762608664,5.14983677512,3.65330301141,3.60928731247,0.0440156989326,3.60928731247,0.0440156989326,3.82936580714,2.55291053809,2.55291053809,0.0,2.50889483916,0.0440156989326,0.17606279573,3.78535010821,1.8926750541,0.924329677585,0.0440156989326,0.189674388886,-0.251132895167
85,HICKEY,THOMAS,D,14,62.0,17.9847222222,14.7380555556,52.9920651375,56.9953069341,-4.00324179656,39.3539024068,41.2537459713,-1.89984356447,4.47820268768,4.47820268768,0.0,4.47820268768,0.0,4.54605424355,3.66398401719,3.66398401719,0.0,3.66398401719,0.0,0.271406223495,2.98546845845,2.44265601146,0.949921782234,0.0,1.05488762463,-0.899289614674
106,SMID,LADISLAV,D,15,22.0,4.24805555556,4.02666666667,52.8973509934,60.0993377483,-7.20198675497,40.9768211921,40.4801324503,0.496688741722,7.69867549669,7.45033112583,0.248344370861,7.45033112583,0.248344370861,7.45033112583,9.43708609272,9.43708609272,0.0,9.43708609272,0.0,0.0,2.73178807947,0.993377483444,0.248344370861,0.248344370861,-1.22507306846,2.75772541925
107,DEL ZOTTO,MICHAEL,D,15,52.0,20.2911111111,15.7011111111,59.5499256953,56.0469888897,3.5029368056,42.8632085486,40.6977567051,2.16545184346,4.96780128795,4.90411152785,0.0636897601019,4.90411152785,0.0636897601019,5.47731936876,7.77015073243,7.77015073243,0.0,7.77015073243,0.0,0.127379520204,4.71304224754,1.65593376265,0.764277121223,0.0636897601019,-0.182759776466,0.0385790770625
108,NEMETH,PATRIK,D,15,38.0,9.89555555556,8.99666666667,58.7995553909,54.6869210819,4.112634309,44.9055205632,39.3479066321,5.55761393109,4.66839570211,4.66839570211,0.0,4.66839570211,0.0,4.66839570211,5.89107076695,5.89107076695,0.0,5.89107076695,0.0,0.0,3.77917747314,2.11189329381,0.444609114487,0.0,0.534541824707,-0.899289614674
126,ZADOROV,NIKITA,D,16,22.0,6.20861111111,5.59694444444,48.2406074743,57.531391136,-9.29078366172,35.7337833143,42.1658643109,-6.43208099658,2.68003374857,2.68003374857,0.0,2.68003374857,0.0,2.85870266514,8.57610799543,8.57610799543,0.0,8.57610799543,0.0,0.0,2.501364832,1.60802024914,0.893344582858,0.0,-0.258135851767,-0.899289614674
162,STAAL,MARC,D,18,77.0,25.255,21.6277777778,48.5486771128,58.5820703827,-10.03339327,36.1109684048,42.5841253532,-6.47315694837,4.25378885179,4.16131518109,0.092473670691,4.0688415104,0.184947341382,4.25378885179,2.68173645004,2.68173645004,0.0,2.68173645004,0.0,0.092473670691,2.63549961469,2.17313126124,0.786026200873,0.092473670691,0.630879523746,0.4624388706
182,BOUWMEESTER,JAY,D,19,72.0,27.7369444444,21.8019444444,54.2612152331,54.7198899181,-0.45867468498,40.8220469632,41.5559264592,-0.733879495967,3.71526494834,3.71526494834,0.0,3.71526494834,0.0,3.99046975932,2.66031317288,2.66031317288,0.0,2.66031317288,0.0,0.0917349369959,4.08220469632,1.19255418095,0.321072279486,0.0,-0.911734374404,-0.899289614674
183,SCHULTZ,JUSTIN,D,19,63.0,19.3138888889,15.3391666667,54.5661976422,56.5219753355,-1.95577769327,39.7674797631,41.9840278155,-2.21654805237,3.71597761721,3.65078502744,0.0651925897756,3.65078502744,0.0651925897756,3.97674797631,2.1513554626,2.1513554626,0.0,2.1513554626,0.0,0.130385179551,3.52039984788,1.82539251372,1.04308143641,0.0651925897756,0.0838275523786,0.0607091164557
189,CLENDENING,ADAM,D,2,29.0,7.15138888889,6.52611111111,55.7759427939,59.4534774836,-3.67753468971,41.5254958713,45.8159530093,-4.29045713799,4.59691836214,4.59691836214,0.0,4.44368775006,0.153230612071,5.05661019835,2.91138162935,2.91138162935,0.0,2.91138162935,0.0,0.153230612071,6.12922448285,2.60492040521,0.766153060356,0.0,1.31015701039,-0.899289614674
190,PARDY,ADAM,D,2,23.0,6.08888888889,5.09638888889,53.7635580749,56.314383823,-2.55082574808,40.8132119693,42.9716029869,-2.15839101761,4.51299940045,4.31678203521,0.196217365237,4.31678203521,0.196217365237,4.31678203521,5.10165149616,5.10165149616,0.0,5.10165149616,0.0,0.0,4.12056466997,2.35460838284,0.784869460947,0.196217365237,0.916373785858,1.9901249998
191,SEKERA,ANDREJ,D,2,81.0,29.4433333333,22.7516666667,55.6442751447,58.061680463,-2.41740531829,39.8652113398,42.2826166581,-2.41740531829,5.62596146802,5.53805582009,0.0879056479379,5.45015017215,0.175811295876,5.84572558787,2.37345249432,2.37345249432,0.0,2.37345249432,0.0,0.0439528239689,4.21947110102,2.63716943814,1.09882059922,0.0879056479379,1.36089020352,0.395172083656
192,BODNARCHUK,ANDREW,D,2,37.0,7.60944444444,7.36333333333,45.7673155274,63.1507469443,-17.3834314169,34.495246718,48.4834766863,-13.9882299683,3.39520144862,3.39520144862,0.0,3.39520144862,0.0,3.53100950656,5.83974649163,5.83974649163,0.0,5.83974649163,0.0,0.0,1.2222725215,0.814848347669,0.27161611589,0.0,-1.50592964935,-0.899289614674
193,BITETTO,ANTHONY,D,2,28.0,5.6625,5.55277777778,49.5247623812,59.0695347674,-9.54477238619,36.3781890945,41.4207103552,-5.04252126063,7.38369184592,7.2036018009,0.180090045023,7.2036018009,0.180090045023,7.2036018009,10.9854927464,10.8054027014,0.180090045023,10.8054027014,0.180090045023,0.180090045023,3.24162081041,1.44072036018,0.360180090045,0.360180090045,-0.52132692472,4.40457130896
194,SMITH,BRENDAN,D,2,63.0,18.4819444444,15.8525,57.9719287179,43.9047468853,14.0671818325,43.1477684908,35.1994953477,7.94827314304,1.76628292067,1.76628292067,0.0,1.76628292067,0.0,2.14477211796,4.92035956474,4.85727803186,0.0630815328812,4.85727803186,0.0630815328812,0.126163065762,4.10029963728,1.89244598644,0.567733795931,0.0630815328812,0.189314026635,0.0296225781402
195,HAMHUIS,DAN,D,2,58.0,20.7013888889,15.99,53.0331457161,52.5953721076,0.437773608505,40.0250156348,41.5259537211,-1.5009380863,2.93933708568,2.81425891182,0.125078173859,2.81425891182,0.125078173859,2.93933708568,3.1894934334,3.1894934334,0.0,3.1894934334,0.0,0.0625390869293,3.56472795497,2.25140712946,1.25078173859,0.125078173859,0.754020727665,0.942559107851
196,PHANEUF,DION,D,2,71.0,26.4141666667,19.6608333333,59.8652142585,57.9833001314,1.88191412707,44.9624888738,45.2168015937,-0.254312719875,3.30606535837,3.20434027042,0.10172508795,3.20434027042,0.10172508795,3.66210316619,7.47679396431,7.47679396431,0.0,7.47679396431,0.0,0.152587631925,4.83194167762,1.16983851142,0.813800703599,0.10172508795,-0.947469971552,0.598671360522
197,KEITH,DUNCAN,D,2,67.0,28.1794444444,20.5238888889,56.6169504372,51.6958557778,4.92109465934,41.8049427496,37.7121511518,4.09279159787,4.04406788837,3.94662046937,0.0974474189968,3.84917305037,0.194894837994,4.23896272636,0.584684513981,0.584684513981,0.0,0.584684513981,0.0,0.194894837994,4.48258127385,1.55915870395,0.828303061473,0.0974474189968,-0.335003341552,0.535680201846
198,COWEN,JARED,D,2,37.0,10.4705555556,8.81777777778,46.6103830645,62.7142137097,-16.1038306452,33.341733871,44.7958669355,-11.4541330645,4.98991935484,4.98991935484,0.0,4.98991935484,0.0,4.98991935484,11.0005040323,10.8870967742,0.113407258065,10.8870967742,0.113407258065,0.0,2.60836693548,3.40221774194,0.793850806452,0.113407258065,2.56444081664,0.770698097388
199,MOORE,JOHN,D,2,73.0,24.1163888889,18.4630555556,43.1672860216,55.3537845848,-12.1864985632,32.9306272285,41.6507439782,-8.72011674967,3.46638181353,3.46638181353,0.0,3.4122195977,0.0541622158364,3.68303067688,4.38713948275,4.38713948275,0.0,4.38713948275,0.0,0.0541622158364,3.84551732439,1.84151533844,0.812433237546,0.0,0.109191487547,-0.899289614674
200,JOKIPAKKA,JYRKI,D,2,58.0,15.0402777778,13.5366666667,52.8195025856,54.6663383403,-1.84683575474,36.5673479439,39.3006648609,-2.73331691702,4.21078552081,4.13691209062,0.0738734301896,4.13691209062,0.0738734301896,4.21078552081,4.50627924157,4.50627924157,0.0,4.43240581138,0.0738734301896,0.147746860379,2.95493720758,2.43782319626,0.960354592465,0.0738734301896,1.04728478744,0.188539531097
201,BIEKSA,KEVIN,D,2,71.0,24.8627777778,19.9455555556,57.4564091137,55.5512227731,1.90518634059,43.3179210072,40.5604144616,2.7575065456,4.66269288619,4.5624199209,0.100272965294,4.5624199209,0.100272965294,4.81310233413,6.81856164002,6.76842515737,0.0501364826472,6.71828867473,0.100272965294,0.0501364826472,4.31173750766,2.00545930589,0.601637791766,0.150409447942,0.367103127324,1.31557682445
202,RUSSELL,KRIS,D,2,62.0,23.8394444444,19.2958333333,50.4253940834,62.0341179011,-11.6087238177,37.4692291082,42.5480457784,-5.07881667027,8.65471820341,8.55106888361,0.103649319801,8.49924422371,0.155473979702,9.32843878212,1.91751241632,1.91751241632,0.0,1.91751241632,0.0,0.0518246599007,2.64305765493,2.02116173613,0.984668538113,0.103649319801,0.391805710738,0.627006791623
204,HUNWICK,MATT,D,2,60.0,22.5636111111,17.5433333333,55.4626638799,61.8468554057,-6.38419152575,41.6112483375,47.767433023,-6.15618468554,3.64810944328,3.53410602318,0.114003420103,3.53410602318,0.114003420103,3.87611628349,5.70017100513,5.64316929508,0.0570017100513,5.58616758503,0.114003420103,0.114003420103,3.53410602318,1.93805814174,1.02603078092,0.171005130154,0.261069675544,1.61886020158
205,NISKANEN,MATT,D,2,82.0,33.7044444444,24.8544444444,55.0002235236,52.8678081273,2.13241539631,40.998703563,37.6994948366,3.29920872636,3.78201975949,3.70155125397,0.080468505521,3.70155125397,0.080468505521,4.30506504538,5.43162412267,5.39138986991,0.0402342527605,5.39138986991,0.0402342527605,0.080468505521,4.70740757298,1.68983861594,0.925387813492,0.120702758282,-0.129421697334,0.878128573389
206,HOLDEN,NICK,D,2,82.0,29.8977777778,24.6355555556,50.8614468699,62.7142341692,-11.8527872993,37.9938661375,46.8022731373,-8.80840699982,3.6938480967,3.6938480967,0.0,3.6938480967,0.0,3.89680678333,7.79361356666,7.75302182933,0.0405917373264,7.75302182933,0.0405917373264,0.202958686632,3.32852246076,0.852426483854,0.690059534548,0.0405917373264,-1.44681287382,-0.301552717555
207,LEDDY,NICK,D,2,81.0,30.5311111111,24.5186111111,56.6100581191,56.3653460523,0.244712066797,40.499847055,42.3759729004,-1.87612584545,2.85497411264,2.7734034237,0.0815706889324,2.7734034237,0.0815706889324,3.05890083497,2.93654480157,2.8957594571,0.0407853444662,2.8957594571,0.0407853444662,0.0815706889324,3.3851835907,1.67219912312,1.38670171185,0.122356033399,-0.15717160842,0.902474009275
208,GROSSMANN,NICKLAS,D,2,58.0,17.1391666667,13.8166666667,48.1302774427,59.8552472859,-11.7249698432,35.2472858866,45.958986731,-10.7117008444,3.54644149578,3.47406513872,0.0723763570567,3.47406513872,0.0723763570567,3.61881785283,6.80337756333,6.80337756333,0.0,6.80337756333,0.0,0.21712907117,2.53317249698,0.940892641737,0.144752714113,0.0723763570567,-1.30764061759,0.166494260109
213,CORRADO,FRANK,D,20,39.0,9.395,8.37833333333,61.5874278894,50.4873682117,11.1000596777,43.9228167893,38.7905311319,5.13228565745,4.29679729461,4.29679729461,0.0,4.29679729461,0.0,4.29679729461,5.01293017704,5.01293017704,0.0,5.01293017704,0.0,0.119355480406,4.1774418142,1.79033220609,0.238710960812,0.0,0.0286717477904,-0.899289614674
216,SUTER,RYAN,D,20,82.0,39.0508333333,28.8133333333,54.9398426654,54.3845441925,0.555298472929,41.7862100879,39.7732531236,2.01295696437,3.74826469227,3.67885238316,0.0694123091161,3.6441462286,0.104118463674,4.16473854697,1.83942619158,1.83942619158,0.0,1.83942619158,0.0,0.138824618232,4.09532623785,1.18000925497,0.937066173068,0.0694123091161,-0.931469668595,0.122846933446
254,BOYLE,DAN,D,22,74.0,23.2044444444,18.9569444444,54.4919041688,54.6501575207,-0.158253351894,40.4601069675,41.0931203751,-0.633013407576,4.64209832222,4.58934720492,0.052751117298,4.48384497033,0.158253351894,4.90585390871,3.27056927247,3.27056927247,0.0,3.27056927247,0.0,0.26375558649,2.90131145139,2.21554692651,0.896768994065,0.052751117298,0.697606552217,-0.122498788508
255,SHATTENKIRK,KEVIN,D,22,72.0,26.9016666667,19.6955555556,54.4792959495,49.5035541013,4.97574184813,39.5012975291,36.150287713,3.35100981609,4.36646733612,4.31569446012,0.0507728760014,4.26492158411,0.101545752003,4.97574184813,3.6556470721,3.6556470721,0.0,3.6556470721,0.0,0.253864380007,5.78810786415,1.16777614803,1.47241340404,0.0507728760014,-0.950714418618,-0.151629540042
256,SCHENN,LUKE,D,22,72.0,21.0855555556,17.7788888889,56.5839635023,55.0653084182,1.51865508406,40.1599900006,41.2849196925,-1.12492969189,3.99350040622,3.99350040622,0.0,3.99350040622,0.0,4.04974689082,11.5305293419,11.5305293419,0.0,11.3617898881,0.168739453784,0.168739453784,3.65602149866,2.58733829136,0.562464845947,0.0,1.28249736615,-0.899289614674
257,REDMOND,ZACH,D,22,37.0,7.26555555556,7.06138888889,49.9901656111,57.2125408127,-7.2223752016,36.3951064081,42.0597144093,-5.66460800126,5.23976240116,5.09814720113,0.141615200031,5.09814720113,0.141615200031,5.23976240116,6.37268400142,6.23106880138,0.141615200031,6.23106880138,0.141615200031,0.141615200031,2.6906888006,1.69938240038,0.708076000157,0.283230400063,-0.114407707299,3.27144245186
280,EDLER,ALEXANDER,D,23,52.0,21.1922222222,15.2372222222,46.6620483465,52.7655230248,-6.10347467824,36.6864768294,36.8833631093,-0.196886279943,5.11904327852,4.98778575856,0.131257519962,4.98778575856,0.131257519962,5.1846720385,4.26586939877,4.20024063879,0.065628759981,4.20024063879,0.065628759981,0.196886279943,4.52838443869,1.96886279943,0.853173879754,0.196886279943,0.309530621685,1.99997515718
281,MANNING,BRANDON,D,23,56.0,15.4141666667,13.8419444444,61.4798017298,56.4227087556,5.05709297425,43.996708876,42.6963135398,1.30039533624,3.32323252594,3.32323252594,0.0,3.32323252594,0.0,3.46772089663,5.99626738376,5.85177901306,0.144488370693,5.77953482772,0.216732556039,0.0722441853465,4.47913949148,1.22815115089,0.505709297425,0.144488370693,-0.855734309066,1.22838552456
284,EKMAN-LARSSON,OLIVER,D,23,75.0,30.8933333333,22.045,55.1145384441,54.4794738036,0.635064640508,41.188478113,41.9142662735,-0.725788160581,2.40417328192,2.40417328192,0.0,2.40417328192,0.0,2.72170560218,5.85166704468,5.85166704468,0.0,5.85166704468,0.0,0.317532320254,5.08051712406,1.13404400091,1.58766160127,0.0,-1.00378080168,-0.899289614674
297,BENN,JORDIE,D,24,64.0,16.6863888889,14.0247222222,54.9743508487,57.6125492682,-2.63819841946,41.1416348115,41.9259640714,-0.784329259839,5.13379151894,5.06248885896,0.0713026599853,5.06248885896,0.0713026599853,5.41900215889,5.77551545881,5.77551545881,0.0,5.70421279883,0.0713026599853,0.142605319971,3.56513299927,2.49559309949,0.713026599853,0.0713026599853,1.13816663386,0.150683447413
298,DUMBA,MATT,D,24,81.0,22.73,18.3913888889,52.7964476129,58.0706550469,-5.27420743403,39.8556087541,43.2267516501,-3.37114289598,3.04490326089,2.99052998837,0.0543732725158,2.99052998837,0.0543732725158,2.99052998837,4.1323687112,4.1323687112,0.0,4.1323687112,0.0,0.217493090063,4.51298161881,2.12055762812,0.706852542706,0.0543732725158,0.548172290669,-0.0986116112044
299,DESPRES,SIMON,D,24,32.0,10.4680555556,8.845,53.2504239683,54.9462973431,-1.69587337479,40.8140192199,38.2136800452,2.60033917467,6.33126059921,6.21820237422,0.113058224986,6.21820237422,0.113058224986,6.55737704918,7.2357263991,7.2357263991,0.0,7.2357263991,0.0,0.0,3.05257207462,2.60033917467,1.01752402487,0.113058224986,1.30294995851,0.765558382679
311,COLAIACOVO,CARLO,D,25,36.0,8.68361111111,8.26222222222,50.107584723,54.2227003765,-4.11511565358,36.6729424422,40.0618612157,-3.38891877353,4.96234534696,4.96234534696,0.0,4.96234534696,0.0,4.96234534696,4.23614846692,4.23614846692,0.0,4.23614846692,0.0,0.121032813341,3.02582033351,1.21032813341,0.363098440022,0.0,-0.883772935536,-0.899289614674
313,NURSE,DARNELL,D,25,69.0,23.2619444444,19.6083333333,51.6617084573,61.4534636634,-9.79175520612,37.3310667233,46.357841054,-9.02677433064,4.13089672758,4.07989800255,0.0509987250319,4.07989800255,0.0509987250319,4.43688907777,7.90480237994,7.90480237994,0.0,7.90480237994,0.0,0.152996175096,5.55886102847,1.73395665108,0.509987250319,0.0509987250319,-0.0600165526116,-0.148303781954
314,BRODIN,JONAS,D,25,68.0,23.0669444444,20.1052777778,45.8586053966,55.9554566932,-10.0968512966,34.0209176695,40.2381906354,-6.21727296592,4.77486563782,4.7251274541,0.0497381837273,4.7251274541,0.0497381837273,4.97381837273,1.44240732809,1.44240732809,0.0,1.39266914437,0.0497381837273,0.0994763674546,2.63612373755,1.04450185827,0.945025490819,0.0497381837273,-1.14464576424,-0.166865984454
315,CARLE,MATTHEW,D,25,64.0,17.8983333333,15.3630555556,51.4220623068,56.4340861012,-5.01202379446,38.1434538124,41.0074674092,-2.86401359683,4.88184135824,4.81675014013,0.0650912181098,4.81675014013,0.0650912181098,5.20729744879,1.75746288897,1.75746288897,0.0,1.75746288897,0.0,0.13018243622,2.92910481494,1.62728045275,0.520729744879,0.0650912181098,-0.227836288016,0.0592163598268
316,GREEN,MIKE,D,25,74.0,24.3797222222,19.4019444444,56.5922659527,45.9232322075,10.6690337452,43.758500723,36.800435237,6.95806548599,3.35017967844,3.29863845262,0.0515412258222,3.29863845262,0.0515412258222,3.40172090426,4.94795767893,4.94795767893,0.0,4.94795767893,0.0,0.103082451644,4.22638051742,1.70086045213,0.72157716151,0.0515412258222,-0.112082481447,-0.140315142875
328,PETRY,JEFF,D,26,51.0,18.1452777778,14.0005555556,59.0690845601,49.2123328439,9.8567517162,41.9983333995,35.712868537,6.28546486251,3.99984127614,3.92841553907,0.0714257370739,3.92841553907,0.0714257370739,4.21411848736,5.07122733225,5.07122733225,0.0,5.07122733225,0.0,0.214277211222,5.64263322884,2.85702948296,0.785683107813,0.0714257370739,1.70676730753,0.152495828993
329,LILES,JOHN-MICHAEL,D,26,81.0,27.41,22.045,54.1165797233,50.4422771604,3.67430256294,40.5987752325,38.4214107507,2.17736448174,4.53617600363,4.49081424359,0.0453617600363,4.44545248356,0.0907235200726,4.85370832388,2.9938761624,2.9938761624,0.0,2.9938761624,0.0,0.181447040145,3.53821728283,1.76910864142,0.635064640508,0.0453617600363,-0.00471651559969,-0.231311363978
330,STONE,MICHAEL,D,26,75.0,28.2966666667,20.6525,53.2623169108,59.4601137877,-6.19779687689,39.6077956664,45.3213896623,-5.71359399588,5.13255053868,5.13255053868,0.0,5.13255053868,0.0,5.22939111488,5.71359399588,5.71359399588,0.0,5.71359399588,0.0,0.242101440504,5.08413025057,0.581043457209,0.629463745309,0.0,-1.87374435839,-0.899289614674
346,MARTINEZ,ALEC,D,27,78.0,27.4958333333,20.7394444444,61.4770566018,54.823069299,6.65398730278,44.6974364469,39.2488816265,5.44855482039,6.65398730278,6.55755270419,0.096434598591,6.50933540489,0.144651897886,6.75042190137,6.65398730278,6.60577000348,0.0482172992955,6.60577000348,0.0482172992955,0.241086496477,3.13412445421,2.07334386971,0.192869197182,0.144651897886,0.4738970487,1.23079355742
347,PIETRANGELO,ALEX,D,27,73.0,32.0041666667,23.3955555556,57.147606383,54.9249620061,2.2226443769,42.5294452888,41.1616641337,1.36778115502,4.23157294833,4.18882978723,0.0427431610942,4.18882978723,0.0427431610942,4.53077507599,1.62424012158,1.62424012158,0.0,1.62424012158,0.0,0.213715805471,5.34289513678,1.23955167173,1.28229483283,0.0427431610942,-0.837799358054,-0.269871753593
348,HUTTON,BEN,D,27,75.0,24.8416666667,19.5830555556,49.073036497,57.1923006,-8.11926410304,36.8175435113,43.864451978,-7.04690846679,4.18729343679,4.08516432857,0.102129108214,4.08516432857,0.102129108214,4.49368076143,1.94045305607,1.94045305607,0.0,1.94045305607,0.0,0.0510645541072,3.52345423339,2.34896948893,1.27661385268,0.102129108214,0.907502850268,0.604620793465
349,HAMILTON,DOUGIE,D,27,82.0,27.0108333333,21.8263888889,56.9952274897,59.3776646516,-2.38243716195,41.7842825326,42.7464206172,-0.962138084633,3.94018453707,3.94018453707,0.0,3.94018453707,0.0,4.26089723194,3.25294304804,3.25294304804,0.0,3.25294304804,0.0,0.274896595609,5.54374801145,2.24498886414,0.641425389755,0.0,0.743923708804,-0.899289614674
350,FAULK,JUSTIN,D,27,64.0,25.6452777778,18.9772222222,58.7019526333,53.5905617846,5.11139084868,43.2096958342,41.3126847976,1.89701103662,3.16168506104,3.10899031002,0.0526947510173,3.056295559,0.105389502035,3.21437981206,4.42635908545,4.37366433444,0.0526947510173,4.37366433444,0.0526947510173,0.210779004069,4.84791709359,1.63353728154,1.84431628561,0.105389502035,-0.217993236159,0.652631985247
