last,first,pos,num,comb,takeaways,oz_take,nz_take,dz_take,p1_take,p2_take,p3_take,ot_take,5v5_take,ev_take,pp_take,sh_take
MORRISSEY,JOSHUA,D,36,JOSHUA MORRISSEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALIOTTA,MICHAEL,D,36,MICHAEL PALIOTTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRINGTON,SCOTT,D,36,SCOTT HARRINGTON,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
GIBSON,JOHN,G,36,JOHN GIBSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOULTON,ERIC,L,36,ERIC BOULTON,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
JOKINEN,JUSSI,L,36,JUSSI JOKINEN,31.0,12.0,10.0,9.0,8.0,10.0,11.0,2.0,20.0,25.0,1.0,5.0
KERANEN,MICHAEL,L,36,MICHAEL KERANEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAGNER,CHRIS,R,36,CHRIS WAGNER,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0
MCDONALD,COLIN,R,36,COLIN MCDONALD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANSEN,JANNIK,R,36,JANNIK HANSEN,25.0,11.0,8.0,6.0,9.0,7.0,8.0,1.0,17.0,18.0,0.0,7.0
BROUWER,TROY,R,36,TROY BROUWER,40.0,18.0,11.0,11.0,19.0,7.0,12.0,2.0,32.0,35.0,1.0,4.0
JEFFREY,DUSTIN,C,37,DUSTIN JEFFREY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERGERON,PATRICE,C,37,PATRICE BERGERON,67.0,29.0,18.0,20.0,28.0,23.0,16.0,0.0,51.0,51.0,4.0,12.0
ZACHA,PAVEL,C,37,PAVEL ZACHA,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
REGNER,BRENT,D,37,BRENT REGNER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRAIT,BRIAN,D,37,BRIAN STRAIT,9.0,0.0,2.0,7.0,4.0,2.0,3.0,0.0,7.0,8.0,0.0,1.0
ZATKOFF,JEFF,G,37,JEFF ZATKOFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORTIO,JONI,G,37,JONI ORTIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RITCHIE,NICK,L,37,NICK RITCHIE,8.0,5.0,2.0,1.0,4.0,3.0,1.0,0.0,8.0,8.0,0.0,0.0
KAPANEN,KASPERI,R,37,KASPERI KAPANEN,4.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
JENNER,BOONE,C,38,BOONE JENNER,39.0,17.0,10.0,12.0,13.0,17.0,9.0,0.0,35.0,36.0,0.0,3.0
KEARNS,BRACKEN,C,38,BRACKEN KEARNS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALEY,MICHEAL,C,38,MICHEAL HALEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAGNANI,MARC-ANDRE,D,38,MARC-ANDRE GRAGNANI,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
SANTINI,STEVEN,D,38,STEVEN SANTINI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIDDLER,VERNON,L,38,VERNON FIDDLER,24.0,7.0,3.0,14.0,9.0,7.0,8.0,0.0,16.0,16.0,0.0,8.0
ARVIDSSON,VIKTOR,L,38,VIKTOR ARVIDSSON,15.0,6.0,4.0,5.0,5.0,6.0,4.0,0.0,15.0,15.0,0.0,0.0
HARTMAN,RYAN,R,38,RYAN HARTMAN,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
COUTURE,LOGAN,C,39,LOGAN COUTURE,39.0,21.0,6.0,12.0,11.0,15.0,13.0,0.0,31.0,31.0,7.0,1.0
CHAPUT,MICHAEL,C,39,MICHAEL CHAPUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYLANDER,WILLIAM,C,39,WILLIAM NYLANDER,16.0,6.0,3.0,7.0,4.0,7.0,5.0,0.0,15.0,15.0,1.0,0.0
PROSSER,NATE,D,39,NATE PROSSER,5.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0
HELGESON,SETH,D,39,SETH HELGESON,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
ENSTROM,TOBY,D,39,TOBY ENSTROM,9.0,2.0,0.0,7.0,3.0,4.0,2.0,0.0,5.0,6.0,1.0,2.0
NILSSON,ANDERS,G,39,ANDERS NILSSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZANEC,MAREK,G,39,MAREK MAZANEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONDON,MIKE,G,39,MIKE CONDON,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BELESKEY,MATT,L,39,MATT BELESKEY,27.0,14.0,6.0,7.0,9.0,9.0,9.0,0.0,24.0,25.0,2.0,0.0
MANTHA,ANTHONY,R,39,ANTHONY MANTHA,4.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
BAUN,KYLE,R,39,KYLE BAUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DILLON,BRENDEN,D,4,BRENDEN DILLON,12.0,1.0,2.0,9.0,7.0,3.0,2.0,0.0,10.0,10.0,0.0,2.0
FOWLER,CAM,D,4,CAM FOWLER,17.0,0.0,2.0,15.0,6.0,4.0,7.0,0.0,13.0,14.0,0.0,3.0
GUNNARSSON,CARL,D,4,CARL GUNNARSSON,14.0,0.0,1.0,13.0,4.0,5.0,5.0,0.0,9.0,11.0,0.0,3.0
OLSEN,DYLAN,D,4,DYLAN OLSEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINDL,JAKUB,D,4,JAKUB KINDL,7.0,1.0,2.0,4.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
DEMERS,JASON,D,4,JASON DEMERS,28.0,6.0,2.0,20.0,13.0,6.0,9.0,0.0,23.0,26.0,0.0,2.0
GORGES,JOSH,D,4,JOSH GORGES,13.0,3.0,2.0,8.0,6.0,5.0,2.0,0.0,13.0,13.0,0.0,0.0
CONNAUTON,KEVIN,D,4,KEVIN CONNAUTON,15.0,0.0,4.0,11.0,7.0,5.0,3.0,0.0,14.0,15.0,0.0,0.0
REILLY,MIKE,D,4,MIKE REILLY,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
HJALMARSSON,NIKLAS,D,4,NIKLAS HJALMARSSON,31.0,2.0,3.0,26.0,11.0,13.0,6.0,1.0,24.0,26.0,0.0,5.0
POSTMA,PAUL,D,4,PAUL POSTMA,4.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
SCUDERI,ROB,D,4,ROB SCUDERI,5.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,4.0,4.0,0.0,1.0
ELLIS,RYAN,D,4,RYAN ELLIS,24.0,6.0,7.0,11.0,8.0,7.0,9.0,0.0,15.0,15.0,2.0,7.0
CHORNEY,TAYLOR,D,4,TAYLOR CHORNEY,8.0,1.0,1.0,6.0,1.0,4.0,3.0,0.0,8.0,8.0,0.0,0.0
BARRIE,TYSON,D,4,TYSON BARRIE,29.0,5.0,4.0,20.0,12.0,10.0,7.0,0.0,26.0,26.0,3.0,0.0
MICHALEK,ZBYNEK,D,4,ZBYNEK MICHALEK,21.0,0.0,2.0,19.0,6.0,9.0,6.0,0.0,13.0,13.0,0.0,8.0
HALL,TAYLOR,L,4,TAYLOR HALL,64.0,30.0,15.0,19.0,22.0,22.0,19.0,1.0,60.0,62.0,2.0,0.0
SUNDQVIST,OSKAR,C,40,OSKAR SUNDQVIST,6.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0
CARPENTER,RYAN,C,40,RYAN CARPENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECAVALIER,VINCENT,C,40,VINCENT LECAVALIER,13.0,4.0,3.0,6.0,5.0,6.0,2.0,0.0,12.0,12.0,1.0,0.0
SCRIVENS,BEN,G,40,BEN SCRIVENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTSHULLER,DANIEL,G,40,DANIEL ALTSHULLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUBNYK,DEVAN,G,40,DEVAN DUBNYK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHOENFELD,NATHAN,G,40,NATHAN SCHOENFELD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEHNER,ROBIN,G,40,ROBIN LEHNER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASK,TUUKKA,G,40,TUUKKA RASK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANIS,YANN,G,40,YANN DANIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANGUAY,ALEX,L,40,ALEX TANGUAY,27.0,11.0,8.0,8.0,10.0,9.0,7.0,1.0,24.0,25.0,1.0,1.0
ZETTERBERG,HENRIK,L,40,HENRIK ZETTERBERG,29.0,16.0,4.0,9.0,7.0,11.0,9.0,2.0,24.0,28.0,1.0,0.0
ZALEWSKI,MICHAEL,L,40,MICHAEL ZALEWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLL,JARED,R,40,JARED BOLL,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0
ARMIA,JOEL,R,40,JOEL ARMIA,23.0,13.0,4.0,6.0,7.0,8.0,8.0,0.0,20.0,20.0,1.0,2.0
GRABNER,MICHAEL,R,40,MICHAEL GRABNER,66.0,15.0,11.0,40.0,23.0,24.0,16.0,3.0,38.0,44.0,0.0,22.0
WENNBERG,ALEXANDER,C,41,ALEXANDER WENNBERG,42.0,18.0,10.0,14.0,15.0,11.0,16.0,0.0,38.0,40.0,1.0,1.0
MCKEGG,GREG,C,41,GREG MCKEGG,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0
KEMPPAINEN,JOONAS,C,41,JOONAS KEMPPAINEN,28.0,6.0,11.0,11.0,9.0,13.0,6.0,0.0,21.0,21.0,0.0,7.0
GLENDENING,LUKE,C,41,LUKE GLENDENING,20.0,12.0,3.0,5.0,6.0,7.0,7.0,0.0,13.0,14.0,0.0,6.0
MCNEILL,MARK,C,41,MARK MCNEILL,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
MUELLER,MIRCO,D,41,MIRCO MUELLER,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
BORTUZZO,ROBERT,D,41,ROBERT BORTUZZO,5.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0
ANDERSON,CRAIG,G,41,CRAIG ANDERSON,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
HALAK,JAROSLAV,G,41,JAROSLAV HALAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,MIKE,G,41,MIKE SMITH,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ZOLNIERCZYK,HARRY,L,41,HARRY ZOLNIERCZYK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BYRON,PAUL,L,41,PAUL BYRON,23.0,5.0,6.0,12.0,8.0,4.0,11.0,0.0,12.0,14.0,1.0,8.0
KENINS,RONALDS,L,41,RONALDS KENINS,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0
SPRONG,DANIEL,R,41,DANIEL SPRONG,4.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0
SOSHNIKOV,NIKITA,R,41,NIKITA SOSHNIKOV,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
NORDSTROM,JOAKIM,C,42,JOAKIM NORDSTROM,26.0,6.0,10.0,10.0,6.0,9.0,11.0,0.0,20.0,20.0,0.0,6.0
MARCHESSAULT,JONATHAN,C,42,JONATHAN MARCHESSAULT,10.0,4.0,3.0,3.0,4.0,3.0,3.0,0.0,7.0,7.0,3.0,0.0
HOWDEN,QUINTON,C,42,QUINTON HOWDEN,9.0,6.0,3.0,0.0,5.0,2.0,2.0,0.0,9.0,9.0,0.0,0.0
BOZAK,TYLER,C,42,TYLER BOZAK,33.0,15.0,5.0,13.0,13.0,9.0,9.0,2.0,25.0,28.0,3.0,2.0
MANSON,JOSH,D,42,JOSH MANSON,18.0,0.0,3.0,15.0,8.0,1.0,9.0,0.0,13.0,15.0,0.0,3.0
MAYFIELD,SCOTT,D,42,SCOTT MAYFIELD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLEPYSHEV,ANTON,L,42,ANTON SLEPYSHEV,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
SELLECK,ERIC,L,42,ERIC SELLECK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACKES,DAVID,R,42,DAVID BACKES,39.0,13.0,9.0,17.0,9.0,15.0,14.0,1.0,26.0,27.0,0.0,12.0
WARD,JOEL,R,42,JOEL WARD,41.0,19.0,3.0,19.0,11.0,18.0,12.0,0.0,33.0,33.0,0.0,8.0
ANDRIGHETTO,SVEN,R,42,SVEN ANDRIGHETTO,9.0,2.0,4.0,3.0,4.0,2.0,3.0,0.0,7.0,7.0,2.0,0.0
CATENACCI,DANIEL,C,43,DANIEL CATENACCI,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
HELM,DARREN,C,43,DARREN HELM,22.0,10.0,2.0,10.0,5.0,10.0,7.0,0.0,15.0,16.0,0.0,6.0
KADRI,NAZEM,C,43,NAZEM KADRI,47.0,17.0,9.0,21.0,15.0,17.0,15.0,0.0,44.0,45.0,1.0,1.0
DZINGEL,RYAN,C,43,RYAN DZINGEL,6.0,4.0,1.0,1.0,4.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0
SVEDBERG,VIKTOR,D,43,VIKTOR SVEDBERG,7.0,0.0,1.0,6.0,1.0,4.0,2.0,0.0,5.0,5.0,0.0,2.0
SHEARY,CONOR,L,43,CONOR SHEARY,7.0,3.0,2.0,2.0,2.0,4.0,1.0,0.0,7.0,7.0,0.0,0.0
CARR,DANIEL,L,43,DANIEL CARR,7.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
FRIBERG,MAX,L,43,MAX FRIBERG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARTNELL,SCOTT,L,43,SCOTT HARTNELL,20.0,8.0,8.0,4.0,3.0,6.0,11.0,0.0,18.0,18.0,2.0,0.0
PLOTNIKOV,SERGEI,L,43,SERGEI PLOTNIKOV,12.0,6.0,3.0,3.0,4.0,5.0,3.0,0.0,12.0,12.0,0.0,0.0
WILSON,TOM,R,43,TOM WILSON,16.0,5.0,8.0,3.0,3.0,6.0,7.0,0.0,14.0,14.0,0.0,2.0
NICHUSHKIN,VALERI,R,43,VALERI NICHUSHKIN,33.0,14.0,6.0,13.0,17.0,8.0,8.0,0.0,33.0,33.0,0.0,0.0
PAGEAU,JEAN-GABRIEL,C,44,JEAN-GABRIEL PAGEAU,30.0,11.0,11.0,8.0,8.0,15.0,7.0,0.0,23.0,23.0,0.0,7.0
THOMPSON,NATE,C,44,NATE THOMPSON,7.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,4.0,4.0,0.0,3.0
GRAOVAC,TYLER,C,44,TYLER GRAOVAC,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
ORPIK,BROOKS,D,44,BROOKS ORPIK,7.0,2.0,1.0,4.0,2.0,3.0,2.0,0.0,5.0,7.0,0.0,0.0
DE HAAN,CALVIN,D,44,CALVIN DE HAAN,19.0,1.0,0.0,18.0,2.0,13.0,4.0,0.0,13.0,14.0,0.0,5.0
DIETZ,DARREN,D,44,DARREN DIETZ,3.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0
SEIDENBERG,DENNIS,D,44,DENNIS SEIDENBERG,16.0,4.0,3.0,9.0,9.0,3.0,3.0,1.0,12.0,13.0,0.0,3.0
GELINAS,ERIC,D,44,ERIC GELINAS,7.0,1.0,2.0,4.0,3.0,1.0,3.0,0.0,7.0,7.0,0.0,0.0
GUDBRANSON,ERIK,D,44,ERIK GUDBRANSON,11.0,1.0,2.0,8.0,2.0,4.0,5.0,0.0,10.0,10.0,0.0,1.0
FALK,JUSTIN,D,44,JUSTIN FALK,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0
VLASIC,MARC-EDOUARD,D,44,MARC-EDOUARD VLASIC,15.0,2.0,2.0,11.0,2.0,9.0,4.0,0.0,9.0,10.0,3.0,2.0
BARTKOWSKI,MATT,D,44,MATT BARTKOWSKI,18.0,2.0,3.0,13.0,6.0,8.0,4.0,0.0,15.0,15.0,1.0,2.0
RIELLY,MORGAN,D,44,MORGAN RIELLY,35.0,9.0,2.0,24.0,13.0,9.0,12.0,1.0,24.0,26.0,4.0,5.0
WOOD,MILES,L,44,MILES WOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESLAURIERS,NICOLAS,L,44,NICOLAS DESLAURIERS,14.0,3.0,5.0,6.0,7.0,3.0,4.0,0.0,14.0,14.0,0.0,0.0
MCGINN,TYE,L,44,TYE MCGINN,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
KASSIAN,ZACK,R,44,ZACK KASSIAN,11.0,5.0,5.0,1.0,2.0,4.0,5.0,0.0,11.0,11.0,0.0,0.0
MCFARLAND,JOHN,C,45,JOHN MCFARLAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIDEMAN,CHRIS,D,45,CHRIS WIDEMAN,5.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0
MORROW,JOE,D,45,JOE MORROW,9.0,4.0,2.0,3.0,2.0,3.0,4.0,0.0,8.0,9.0,0.0,0.0
BARBERIO,MARK,D,45,MARK BARBERIO,11.0,3.0,2.0,6.0,1.0,2.0,6.0,2.0,8.0,10.0,1.0,0.0
VATANEN,SAMI,D,45,SAMI VATANEN,34.0,8.0,3.0,23.0,13.0,8.0,13.0,0.0,26.0,26.0,3.0,5.0
ELLIOTT,STEFAN,D,45,STEFAN ELLIOTT,4.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0
LABARBERA,JASON,G,45,JASON LABARBERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERNIER,JONATHAN,G,45,JONATHAN BERNIER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELLBERG,MAGNUS,G,45,MAGNUS HELLBERG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVERBERG,DENNIS,R,45,DENNIS EVERBERG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARCHIBALD,JOSH,R,45,JOSH ARCHIBALD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMPSON,PAUL,R,45,PAUL THOMPSON,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
KREJCI,DAVID,C,46,DAVID KREJCI,36.0,11.0,9.0,16.0,12.0,9.0,14.0,1.0,29.0,32.0,0.0,4.0
WELSH,JEREMY,C,46,JEREMY WELSH,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
LATTA,MICHAEL,C,46,MICHAEL LATTA,8.0,4.0,2.0,2.0,2.0,3.0,3.0,0.0,8.0,8.0,0.0,0.0
GORMLEY,BRANDON,D,46,BRANDON GORMLEY,5.0,0.0,1.0,4.0,0.0,2.0,3.0,0.0,5.0,5.0,0.0,0.0
FRANSON,CODY,D,46,CODY FRANSON,14.0,6.0,1.0,7.0,4.0,6.0,4.0,0.0,10.0,10.0,2.0,2.0
KUKAN,DEAN,D,46,DEAN KUKAN,4.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0
SPURGEON,JARED,D,46,JARED SPURGEON,19.0,2.0,1.0,16.0,7.0,5.0,7.0,0.0,15.0,16.0,1.0,2.0
WIERCIOCH,PATRICK,D,46,PATRICK WIERCIOCH,7.0,0.0,2.0,5.0,0.0,2.0,5.0,0.0,7.0,7.0,0.0,0.0
POLAK,ROMAN,D,46,ROMAN POLAK,17.0,1.0,0.0,16.0,5.0,8.0,4.0,0.0,9.0,9.0,0.0,8.0
CARRICK,TREVOR,D,46,TREVOR CARRICK,4.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0
HRIVIK,MAREK,L,46,MAREK HRIVIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPON,JC,R,46,JC LIPON,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
BLUNDEN,MIKE,R,46,MIKE BLUNDEN,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
SISLO,MIKE,R,46,MIKE SISLO,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0
LINDBERG,TOBIAS,R,46,TOBIAS LINDBERG,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
BERTSCHY,CHRISTOPH,C,47,CHRISTOPH BERTSCHY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOMAROV,LEO,C,47,LEO KOMAROV,42.0,21.0,4.0,17.0,12.0,17.0,12.0,1.0,34.0,36.0,2.0,4.0
GRANT,ALEX,D,47,ALEX GRANT,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
MARCHENKO,ALEXEY,D,47,ALEXEY MARCHENKO,7.0,0.0,1.0,6.0,3.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0
MACDONALD,ANDREW,D,47,ANDREW MACDONALD,4.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,3.0,4.0,0.0,0.0
PROUT,DALTON,D,47,DALTON PROUT,7.0,0.0,2.0,5.0,1.0,1.0,5.0,0.0,6.0,6.0,0.0,1.0
WARSOFSKY,DAVID,D,47,DAVID WARSOFSKY,4.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0
LINDHOLM,HAMPUS,D,47,HAMPUS LINDHOLM,18.0,4.0,2.0,12.0,6.0,6.0,5.0,1.0,15.0,16.0,0.0,2.0
ODUYA,JOHNNY,D,47,JOHNNY ODUYA,23.0,0.0,3.0,20.0,5.0,8.0,10.0,0.0,20.0,21.0,0.0,2.0
JORDAN,MICHAL,D,47,MICHAL JORDAN,6.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,4.0,4.0,0.0,2.0
KRUG,TOREY,D,47,TOREY KRUG,20.0,2.0,4.0,14.0,4.0,11.0,4.0,1.0,15.0,17.0,3.0,0.0
BOGOSIAN,ZACH,D,47,ZACH BOGOSIAN,17.0,3.0,3.0,11.0,6.0,5.0,6.0,0.0,13.0,13.0,1.0,3.0
BAERTSCHI,SVEN,L,47,SVEN BAERTSCHI,26.0,7.0,9.0,10.0,10.0,7.0,9.0,0.0,24.0,25.0,1.0,0.0
SESTITO,TOM,L,47,TOM SESTITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
